class,sigmoid_output,softmax_output
1,[0.11486556 0.8982925 ],[0.01448043 0.98551965]
1,[0.04818948 0.9324545 ],[0.0036541  0.99634594]
1,[0.07200437 0.9612736 ],[0.00311614 0.9968838 ]
1,[0.08286475 0.8959309 ],[0.01038603 0.98961395]
1,[0.0961832 0.9301937],[0.00792292 0.9920771 ]
1,[0.11533992 0.9180435 ],[0.01150529 0.9884947 ]
1,[0.1124422 0.8652179],[0.01935316 0.98064685]
1,[0.06142977 0.94085395],[0.00409762 0.99590236]
1,[0.05067231 0.9355088 ],[0.00366617 0.99633384]
1,[0.09106936 0.9361725 ],[0.0067848 0.9932152]
1,[0.04510336 0.95211846],[0.00236974 0.99763024]
1,[0.06093715 0.8961136 ],[0.00746669 0.9925333 ]
1,[0.13438475 0.8640257 ],[0.02384911 0.9761509 ]
1,[0.09021068 0.9469585 ],[0.00552327 0.99447674]
1,[0.0443032  0.91935724],[0.0040498 0.9959502]
1,[0.02514351 0.9835632 ],[4.3083646e-04 9.9956912e-01]
1,[0.0472018  0.94672817],[0.00277985 0.99722016]
1,[0.03056288 0.9771622 ],[7.3627796e-04 9.9926370e-01]
1,[0.16510421 0.86001086],[0.03118579 0.96881425]
1,[0.09183089 0.9457728 ],[0.00576424 0.9942358 ]
1,[0.01672059 0.97625524],[4.134270e-04 9.995865e-01]
1,[0.04282983 0.97433925],[0.00117708 0.99882287]
1,[0.03000099 0.9641778 ],[0.00114778 0.99885225]
1,[0.07694476 0.93834424],[0.00544741 0.9945527 ]
1,[0.06848018 0.9553267 ],[0.00342593 0.99657404]
1,[0.01820752 0.9827412 ],[3.2558263e-04 9.9967444e-01]
1,[0.02032614 0.98399484],[3.3736002e-04 9.9966264e-01]
1,[0.05195831 0.94802547],[0.00299568 0.99700433]
1,[0.02444411 0.98719215],[3.2497881e-04 9.9967504e-01]
1,[0.05569248 0.9616326 ],[0.00234755 0.9976525 ]
1,[0.10954268 0.9221326 ],[0.01028121 0.9897188 ]
1,[0.06643949 0.97207636],[0.00204018 0.99795985]
1,[0.08875635 0.91897273],[0.0085149  0.99148506]
1,[0.08591058 0.90050435],[0.01027755 0.98972243]
1,[0.01321808 0.9846394 ],[2.089227e-04 9.997911e-01]
1,[0.02944185 0.96459544],[0.00111218 0.99888784]
1,[0.03041403 0.9748786 ],[8.0766215e-04 9.9919230e-01]
1,[0.03122399 0.9612419 ],[0.00129787 0.99870217]
1,[0.0563286 0.9178243],[0.0053159  0.99468416]
1,[0.05460507 0.9318764 ],[0.00420464 0.99579537]
1,[0.13372758 0.81126827],[0.03466761 0.9653324 ]
1,[0.10766346 0.84001243],[0.02246327 0.9775367 ]
1,[0.06696996 0.9545576 ],[0.00340535 0.9965946 ]
1,[0.02849548 0.9462362 ],[0.00166379 0.99833626]
1,[0.09838951 0.94385433],[0.00644958 0.9935504 ]
1,[0.00989051 0.98936814],[1.0733503e-04 9.9989271e-01]
1,[0.10941182 0.90979815],[0.01203373 0.98796624]
1,[0.04740908 0.955814  ],[0.00229545 0.99770457]
1,[0.04183524 0.9484171 ],[0.00236907 0.99763095]
1,[0.01725742 0.98113924],[3.374572e-04 9.996625e-01]
1,[0.03319095 0.97591996],[8.463596e-04 9.991536e-01]
1,[0.02696821 0.955794  ],[0.00128022 0.9987198 ]
1,[0.11293411 0.8747025 ],[0.01791027 0.98208976]
1,[0.04344242 0.9592016 ],[0.00192796 0.998072  ]
1,[0.0277597 0.952059 ],[0.00143569 0.9985643 ]
1,[0.04025549 0.90632635],[0.00431642 0.99568355]
1,[0.08940907 0.90060794],[0.01071997 0.98928005]
1,[0.08430735 0.95117205],[0.0047041  0.99529594]
1,[0.07012387 0.88963604],[0.00926855 0.9907314 ]
1,[0.02297963 0.97249097],[6.648762e-04 9.993351e-01]
1,[0.11647043 0.8174723 ],[0.02859248 0.97140753]
1,[0.01638483 0.94405633],[9.861463e-04 9.990138e-01]
1,[0.03865257 0.938506  ],[0.00262755 0.9973724 ]
1,[0.00394535 0.998384  ],[6.4113165e-06 9.9999356e-01]
1,[0.02579064 0.9819229 ],[4.8713316e-04 9.9951291e-01]
1,[0.00180267 0.99827266],[3.1248453e-06 9.9999690e-01]
1,[0.03054823 0.95268095],[0.00156268 0.99843735]
1,[0.10681043 0.8314883 ],[0.0236616  0.97633845]
1,[0.04012883 0.9488705 ],[0.00224766 0.99775237]
1,[0.04042926 0.9451786 ],[0.00243778 0.99756217]
1,[0.04590417 0.96462595],[0.00176125 0.9982387 ]
1,[0.10500791 0.9018042 ],[0.0126145 0.9873855]
1,[0.04576386 0.9424232 ],[0.00292144 0.99707854]
1,[0.04165111 0.9244794 ],[0.00353779 0.9964623 ]
1,[0.02710402 0.9754455 ],[7.0079498e-04 9.9929917e-01]
1,[0.05558264 0.9636717 ],[0.00221375 0.9977863 ]
1,[0.04870913 0.9548431 ],[0.00241568 0.99758434]
1,[0.01906992 0.96791613],[6.439908e-04 9.993560e-01]
1,[0.02126921 0.9775239 ],[4.9941835e-04 9.9950051e-01]
1,[0.03964845 0.95367485],[0.00200144 0.99799854]
1,[0.03379545 0.97556746],[8.752246e-04 9.991248e-01]
1,[0.00432796 0.9967206 ],[1.4301466e-05 9.9998569e-01]
1,[0.0029442 0.9939644],[1.7930332e-05 9.9998212e-01]
1,[0.02017139 0.9861122 ],[2.8984484e-04 9.9971014e-01]
1,[0.00257003 0.996442  ],[9.200197e-06 9.999908e-01]
1,[6.594531e-04 9.992944e-01],[4.6594448e-07 9.9999952e-01]
1,[0.09496999 0.9324614 ],[0.00754321 0.9924568 ]
1,[0.02020044 0.98353565],[3.4500743e-04 9.9965501e-01]
1,[0.00551176 0.9957073 ],[2.3893710e-05 9.9997616e-01]
1,[0.09293219 0.9598524 ],[0.00426702 0.99573296]
1,[0.00879746 0.98511374],[1.3410252e-04 9.9986589e-01]
1,[0.02463465 0.97638196],[6.105740e-04 9.993894e-01]
1,[0.02896596 0.972786  ],[8.3381007e-04 9.9916625e-01]
1,[0.06823047 0.9423215 ],[0.00446214 0.9955379 ]
1,[0.01097093 0.98365813],[1.8425233e-04 9.9981576e-01]
1,[0.00297061 0.996933  ],[9.166156e-06 9.999908e-01]
1,[0.06063404 0.9438034 ],[0.00382864 0.9961714 ]
1,[0.07039341 0.9424878 ],[0.00459954 0.9954005 ]
1,[0.07426367 0.93344426],[0.00568734 0.99431264]
1,[0.03124435 0.95187414],[0.00162798 0.998372  ]
1,[0.02329488 0.9532432 ],[0.0011685  0.99883145]
1,[0.02552086 0.97659314],[6.2730489e-04 9.9937266e-01]
1,[0.10654444 0.91585326],[0.01083769 0.9891623 ]
1,[0.06318223 0.97301763],[0.00186675 0.99813324]
1,[0.03094463 0.9601386 ],[0.00132398 0.998676  ]
1,[0.1069365  0.92344105],[0.0098297 0.9901703]
1,[0.04377642 0.9438749 ],[0.00271483 0.9972851 ]
1,[0.06170196 0.9442598 ],[0.0038668 0.9961332]
1,[0.03567239 0.9436894 ],[0.00220247 0.9977976 ]
1,[0.02971537 0.93568367],[0.00210069 0.9978993 ]
1,[0.03720284 0.9401884 ],[0.00245214 0.9975478 ]
1,[0.04833878 0.99399054],[3.0699640e-04 9.9969304e-01]
1,[0.03605885 0.893205  ],[0.0044527 0.9955473]
1,[0.10859622 0.79511845],[0.03043601 0.96956396]
1,[0.08960781 0.9640416 ],[0.00365789 0.9963421 ]
1,[0.16698758 0.9083206 ],[0.01983197 0.980168  ]
1,[0.11307526 0.90401655],[0.01335555 0.98664445]
1,[0.01007169 0.99110657],[9.1287184e-05 9.9990869e-01]
1,[0.04464724 0.9530313 ],[0.00229791 0.99770206]
1,[0.06331049 0.9386976 ],[0.0043946 0.9956054]
1,[0.04298259 0.9389525 ],[0.00291159 0.9970884 ]
1,[0.08962842 0.9174754 ],[0.00877783 0.99122214]
1,[0.09688195 0.95232767],[0.00534137 0.99465865]
1,[0.02297648 0.9662687 ],[8.2027074e-04 9.9917966e-01]
1,[0.04381599 0.964809  ],[0.00166861 0.99833137]
1,[0.01404706 0.9784152 ],[3.1420871e-04 9.9968576e-01]
1,[0.07438474 0.932345  ],[0.00579764 0.9942023 ]
1,[0.03920763 0.9567267 ],[0.00184235 0.9981577 ]
1,[0.07291017 0.84836245],[0.01386211 0.9861379 ]
1,[0.05140297 0.90107447],[0.00591396 0.994086  ]
1,[0.07725215 0.9168704 ],[0.0075334 0.9924666]
1,[0.03354072 0.95699954],[0.00155695 0.99844307]
1,[0.14501736 0.83619833],[0.03215708 0.9678429 ]
1,[0.07417616 0.8840937 ],[0.01039458 0.9896054 ]
1,[0.08396266 0.9215289 ],[0.00774457 0.99225545]
1,[0.03403409 0.963101  ],[0.00134806 0.9986519 ]
1,[0.07859877 0.93761975],[0.00564326 0.9943567 ]
1,[0.02878766 0.97656816],[7.1070076e-04 9.9928927e-01]
1,[0.02326384 0.9786225 ],[5.2002107e-04 9.9947995e-01]
1,[0.02959922 0.9449668 ],[0.00177324 0.9982268 ]
1,[0.06399927 0.96527904],[0.00245342 0.9975466 ]
1,[0.04161129 0.95261276],[0.00215515 0.9978448 ]
1,[0.04906838 0.96265703],[0.00199766 0.99800235]
1,[0.04262269 0.97886467],[9.603437e-04 9.990396e-01]
1,[0.02379697 0.972386  ],[6.9178577e-04 9.9930823e-01]
1,[0.07277141 0.9566605 ],[0.00354289 0.99645704]
1,[0.128817 0.960681],[0.00601543 0.99398464]
1,[0.04918597 0.9802895 ],[0.00103905 0.998961  ]
1,[0.03427772 0.9693248 ],[0.00112199 0.99887794]
1,[0.07861424 0.9083779 ],[0.00853242 0.9914676 ]
1,[0.02059813 0.9709914 ],[6.2792347e-04 9.9937207e-01]
1,[0.10141966 0.8884616 ],[0.01397143 0.9860286 ]
1,[0.11578241 0.9513127 ],[0.00665695 0.993343  ]
1,[0.03959611 0.94347715],[0.00246389 0.99753606]
1,[0.02925432 0.9682512 ],[9.871748e-04 9.990128e-01]
1,[0.06279043 0.9438748 ],[0.00396802 0.99603194]
1,[0.07778495 0.9175498 ],[0.00752223 0.99247783]
1,[0.03304575 0.962811  ],[0.00131829 0.9986817 ]
1,[0.0191577 0.9586745],[8.4125117e-04 9.9915874e-01]
1,[0.02205715 0.96849805],[7.3308963e-04 9.9926692e-01]
1,[0.06811817 0.93963706],[0.00467388 0.99532616]
1,[0.05751965 0.97093755],[0.00182345 0.9981766 ]
1,[0.14001173 0.92918134],[0.01225642 0.9877436 ]
1,[0.034033  0.9747934],[9.1021648e-04 9.9908984e-01]
1,[0.11951496 0.9392336 ],[0.00870549 0.99129456]
1,[0.01350402 0.98797286],[1.6661352e-04 9.9983335e-01]
1,[0.02372181 0.9581617 ],[0.00105986 0.99894017]
1,[0.02398102 0.95658493],[0.00111389 0.99888617]
1,[0.02441343 0.9646984 ],[9.1489078e-04 9.9908507e-01]
1,[0.02140863 0.9652847 ],[7.8615913e-04 9.9921381e-01]
1,[0.02943059 0.9657608 ],[0.00107389 0.9989261 ]
1,[0.03448816 0.97798103],[8.0358272e-04 9.9919647e-01]
1,[0.05437826 0.9555246 ],[0.00266947 0.99733055]
1,[0.12293191 0.8725397 ],[0.02006405 0.9799359 ]
1,[0.05199341 0.95144933],[0.00279083 0.99720913]
1,[0.10836917 0.9307369 ],[0.00896365 0.9910363 ]
1,[0.01060314 0.992789  ],[7.7834353e-05 9.9992216e-01]
1,[0.02251654 0.97466284],[5.9846061e-04 9.9940157e-01]
1,[0.02577777 0.9735252 ],[7.1905006e-04 9.9928099e-01]
1,[0.00553663 0.99257034],[4.1672214e-05 9.9995828e-01]
1,[0.02701106 0.96710134],[9.434754e-04 9.990565e-01]
1,[0.03044207 0.9672026 ],[0.00106355 0.9989365 ]
1,[0.00786024 0.9877694 ],[9.8086864e-05 9.9990189e-01]
1,[0.02099667 0.97372085],[5.784851e-04 9.994216e-01]
1,[0.0103522 0.9810209],[2.0233035e-04 9.9979764e-01]
1,[0.11036722 0.9035024 ],[0.01307675 0.9869233 ]
1,[0.02276904 0.98018485],[4.7079637e-04 9.9952924e-01]
1,[0.02889138 0.9836569 ],[4.9405644e-04 9.9950600e-01]
1,[0.11713776 0.90441734],[0.01382824 0.9861718 ]
1,[0.02488549 0.97977716],[5.264743e-04 9.994735e-01]
1,[0.02963659 0.9677737 ],[0.00101599 0.99898404]
1,[0.04961132 0.9406399 ],[0.00328339 0.99671656]
1,[0.05347141 0.96793   ],[0.00186823 0.9981318 ]
1,[0.00739062 0.98092276],[1.4478395e-04 9.9985516e-01]
1,[0.01480043 0.9811736 ],[2.8816846e-04 9.9971181e-01]
1,[0.01691067 0.97384405],[4.6179353e-04 9.9953818e-01]
1,[0.0387217  0.95021844],[0.00210589 0.9978941 ]
1,[0.02898694 0.98100084],[5.7781936e-04 9.9942219e-01]
1,[0.10462113 0.8920602 ],[0.01394128 0.9860588 ]
1,[0.04611326 0.95183235],[0.00244041 0.99755955]
1,[0.0421422  0.95946324],[0.00185537 0.9981446 ]
1,[0.05444932 0.9459064 ],[0.0032823  0.99671763]
1,[0.02408143 0.95876795],[0.00106006 0.99893993]
1,[0.0843332  0.95182675],[0.0046397 0.9953603]
1,[0.03093878 0.94365543],[0.00190267 0.99809736]
1,[0.01359406 0.9814353 ],[2.6061916e-04 9.9973935e-01]
1,[0.08813607 0.9515849 ],[0.00489359 0.99510646]
1,[0.12256335 0.9033952 ],[0.01471724 0.9852828 ]
1,[0.13002315 0.9100379 ],[0.0145594  0.98544055]
1,[0.09415407 0.89255553],[0.01235758 0.9876424 ]
1,[0.02632901 0.9580599 ],[0.00118235 0.9988176 ]
1,[0.06990582 0.82515025],[0.01567675 0.9843232 ]
1,[0.008562  0.9898045],[8.8946217e-05 9.9991107e-01]
1,[0.02472311 0.96700376],[8.642412e-04 9.991358e-01]
1,[0.11234143 0.9413784 ],[0.00781948 0.99218047]
1,[0.03513465 0.96575224],[0.00128966 0.9987104 ]
1,[0.10345158 0.8503826 ],[0.01989768 0.98010236]
1,[0.01725742 0.98113924],[3.374572e-04 9.996625e-01]
1,[0.21259812 0.7178642 ],[0.09593528 0.9040648 ]
1,[0.0551381 0.8980205],[0.00658327 0.9934168 ]
1,[0.10231658 0.9632511 ],[0.00432956 0.99567044]
1,[0.03575037 0.9699425 ],[0.00114762 0.9988524 ]
1,[0.01393709 0.98426324],[2.2593015e-04 9.9977404e-01]
1,[0.00633375 0.9922289 ],[4.9919385e-05 9.9995005e-01]
1,[0.07144354 0.91261935],[0.00731295 0.9926871 ]
1,[0.0457335 0.9520103],[0.00241004 0.99758995]
1,[0.12932695 0.87730724],[0.02035036 0.97964966]
1,[0.01991829 0.9794672 ],[4.2585595e-04 9.9957412e-01]
1,[0.04305938 0.972938  ],[0.00125001 0.99875   ]
1,[0.02047617 0.98717797],[2.7144095e-04 9.9972850e-01]
1,[0.01224933 0.98377407],[2.0449891e-04 9.9979550e-01]
1,[0.01352713 0.98420423],[2.2002931e-04 9.9978000e-01]
1,[0.01543887 0.98645604],[2.1525251e-04 9.9978477e-01]
1,[0.03031774 0.95082384],[0.00161443 0.99838555]
1,[0.04771413 0.9237701 ],[0.00411764 0.9958824 ]
1,[0.03414035 0.9733061 ],[9.6849207e-04 9.9903154e-01]
1,[0.04654564 0.9367823 ],[0.00328361 0.9967163 ]
1,[0.01850849 0.9698182 ],[5.8652187e-04 9.9941349e-01]
1,[0.01252933 0.97886515],[2.7388067e-04 9.9972612e-01]
1,[0.18228956 0.9270542 ],[0.01723872 0.9827613 ]
1,[0.02848223 0.9664669 ],[0.00101618 0.9989838 ]
1,[0.03481214 0.9603825 ],[0.00148565 0.99851435]
1,[0.03156104 0.9589532 ],[0.00139301 0.998607  ]
1,[0.08435728 0.91863537],[0.00809393 0.99190605]
1,[0.15064697 0.8605953 ],[0.02792857 0.9720714 ]
1,[0.14239638 0.82759327],[0.03343346 0.96656656]
1,[0.02516261 0.9617034 ],[0.00102682 0.99897325]
1,[0.07908968 0.90661573],[0.00876855 0.9912314 ]
1,[0.07512237 0.95358413],[0.00393803 0.996062  ]
1,[0.06687965 0.8882134 ],[0.00893982 0.9910602 ]
1,[0.03449045 0.9376654 ],[0.00236915 0.99763083]
1,[0.01374236 0.9797187 ],[2.8836387e-04 9.9971157e-01]
1,[0.02461306 0.97499686],[6.4669497e-04 9.9935335e-01]
1,[0.02712508 0.9701422 ],[8.5736293e-04 9.9914265e-01]
1,[0.02501566 0.94450575],[0.00150523 0.99849474]
1,[0.11428241 0.9075383 ],[0.01297505 0.987025  ]
1,[0.05770816 0.96896845],[0.00195746 0.99804246]
1,[0.01204849 0.9919327 ],[9.917505e-05 9.999008e-01]
1,[0.04424786 0.95437914],[0.00220815 0.9977919 ]
1,[0.0180913 0.9866051],[2.5008351e-04 9.9974996e-01]
1,[0.06118727 0.97008127],[0.00200607 0.99799395]
1,[0.00617695 0.99521106],[2.9907344e-05 9.9997008e-01]
1,[0.02302576 0.9780503 ],[5.2865222e-04 9.9947137e-01]
1,[0.0214293  0.97772527],[4.9864996e-04 9.9950135e-01]
1,[0.07762203 0.9550255 ],[0.00394738 0.9960526 ]
1,[0.05818851 0.97077495],[0.00185654 0.99814343]
1,[0.06679484 0.909888  ],[0.00703871 0.99296135]
1,[0.03664895 0.9446901 ],[0.00222241 0.99777764]
1,[0.00997121 0.9904695 ],[9.6902084e-05 9.9990308e-01]
1,[0.02193968 0.95652264],[0.00101857 0.9989814 ]
1,[0.07658453 0.92866504],[0.00633037 0.9936697 ]
1,[0.0361981 0.9552357],[0.00175693 0.9982431 ]
1,[0.13904215 0.88797253],[0.01996779 0.9800322 ]
1,[0.07257858 0.9520318 ],[0.00392757 0.9960724 ]
1,[0.01336638 0.9818355 ],[2.505723e-04 9.997495e-01]
1,[0.08118293 0.9295996 ],[0.00664689 0.9933531 ]
1,[0.04499445 0.96262544],[0.00182591 0.9981741 ]
1,[0.03754522 0.95622903],[0.00178248 0.9982175 ]
1,[0.01295148 0.9873094 ],[1.6863167e-04 9.9983132e-01]
1,[0.01877047 0.9652363 ],[6.8849156e-04 9.9931157e-01]
1,[0.01595098 0.98587495],[2.3218687e-04 9.9976784e-01]
1,[0.09290358 0.95353425],[0.00496608 0.995034  ]
1,[0.07461382 0.9218593 ],[0.00678814 0.99321187]
1,[0.03190802 0.9636971 ],[0.00124007 0.99876   ]
1,[0.01250192 0.9832759 ],[2.1528496e-04 9.9978477e-01]
1,[0.04411094 0.94530624],[0.00266285 0.99733716]
1,[0.08041315 0.9304585 ],[0.0064931 0.9935069]
1,[0.0190324 0.9781205],[4.3380613e-04 9.9956614e-01]
1,[0.00259204 0.9968424 ],[8.231934e-06 9.999918e-01]
1,[0.08019978 0.92161757],[0.00736104 0.99263895]
1,[6.3304882e-04 9.9857175e-01],[9.0601549e-07 9.9999905e-01]
1,[0.08716864 0.89889735],[0.01062631 0.98937374]
1,[0.14736189 0.9089391 ],[0.0170201 0.9829799]
1,[0.1639497 0.8995931],[0.02141865 0.97858137]
1,[0.13849302 0.9147892 ],[0.01475324 0.9852468 ]
1,[0.04503028 0.9683414 ],[0.00153925 0.99846077]
1,[0.05646603 0.89901114],[0.00667772 0.9933223 ]
1,[0.11827468 0.9172401 ],[0.01195834 0.98804164]
1,[0.05780248 0.9186617 ],[0.00540246 0.99459755]
1,[0.06768749 0.84956276],[0.01269286 0.9873072 ]
1,[0.03460647 0.9712564 ],[0.00105974 0.9989403 ]
1,[0.03231657 0.96116906],[0.00134736 0.9986526 ]
1,[0.09203099 0.9258461 ],[0.0080528  0.99194723]
1,[0.04506436 0.9465591 ],[0.00265723 0.99734277]
1,[0.02905095 0.9607412 ],[0.00122114 0.9987789 ]
1,[0.03719144 0.97139275],[0.00113629 0.9988637 ]
1,[0.02242645 0.9769295 ],[5.414648e-04 9.994585e-01]
1,[0.00927468 0.9900047 ],[9.4506759e-05 9.9990547e-01]
1,[0.11392882 0.90800554],[0.0128593  0.98714066]
1,[0.02634774 0.9787896 ],[5.8606255e-04 9.9941397e-01]
1,[0.13544269 0.9578239 ],[0.00685105 0.993149  ]
1,[0.05100838 0.9381243 ],[0.00353266 0.99646735]
1,[0.06945567 0.9512756 ],[0.0038085 0.9961915]
1,[0.01969329 0.9770473 ],[4.7170374e-04 9.9952829e-01]
1,[0.07135572 0.91617465],[0.00698126 0.9930187 ]
1,[0.02762758 0.95047456],[0.00147828 0.99852175]
1,[0.02525115 0.983273  ],[4.4049538e-04 9.9955946e-01]
1,[0.03553304 0.9364017 ],[0.00249599 0.99750406]
1,[0.06757605 0.90487444],[0.00756122 0.9924388 ]
1,[0.02977264 0.9628924 ],[0.00118118 0.9988188 ]
1,[0.07787072 0.90335363],[0.00895373 0.99104625]
1,[0.02201177 0.9712545 ],[6.6568516e-04 9.9933428e-01]
1,[0.04345336 0.9451151 ],[0.00263112 0.9973688 ]
1,[0.11759663 0.8420592 ],[0.02438692 0.97561306]
1,[0.04775497 0.9348406 ],[0.00348333 0.9965167 ]
1,[0.07146821 0.90963495],[0.00758824 0.9924117 ]
1,[0.00294809 0.99580413],[1.2458432e-05 9.9998748e-01]
1,[0.01966659 0.98228985],[3.6156108e-04 9.9963844e-01]
1,[0.03024777 0.9744848 ],[8.1602088e-04 9.9918395e-01]
1,[0.05426172 0.94952196],[0.00304087 0.9969592 ]
1,[0.01714199 0.96721506],[5.908337e-04 9.994092e-01]
1,[0.15986027 0.85113275],[0.03220865 0.9677913 ]
1,[0.04654991 0.9787459 ],[0.00105909 0.9989409 ]
1,[0.01263711 0.99044985],[1.2339458e-04 9.9987662e-01]
1,[0.01725742 0.98113924],[3.374572e-04 9.996625e-01]
1,[0.12327889 0.9214899 ],[0.01183832 0.9881616 ]
1,[0.02937539 0.95139104],[0.0015439 0.9984561]
1,[0.01536106 0.98378825],[2.5701695e-04 9.9974293e-01]
1,[0.01815749 0.9719867 ],[5.327046e-04 9.994673e-01]
1,[0.04029519 0.93983835],[0.0026805 0.9973195]
1,[0.1471104 0.936516 ],[0.01155716 0.98844284]
1,[0.03203273 0.95035774],[0.00172563 0.9982743 ]
1,[0.04773127 0.9838531 ],[8.2195183e-04 9.9917799e-01]
1,[0.04259961 0.962625  ],[0.00172459 0.9982754 ]
1,[0.05447812 0.9441104 ],[0.00339922 0.9966008 ]
1,[0.02722698 0.9521968 ],[0.00140317 0.99859685]
1,[0.00862135 0.99093074],[7.9584774e-05 9.9992037e-01]
1,[0.10810346 0.87732977],[0.01666491 0.983335  ]
1,[0.11115369 0.8967116 ],[0.01419988 0.98580015]
1,[0.03310775 0.97221667],[9.775694e-04 9.990225e-01]
1,[0.02873437 0.97509176],[7.551490e-04 9.992449e-01]
1,[0.06421529 0.9372339 ],[0.00457455 0.9954255 ]
1,[0.03482796 0.9637491 ],[0.00135547 0.99864453]
1,[0.0156233  0.95580244],[7.333691e-04 9.992667e-01]
1,[0.02197851 0.9726576 ],[6.313217e-04 9.993687e-01]
1,[0.03971638 0.97675836],[9.831566e-04 9.990169e-01]
1,[0.00365234 0.9937489 ],[2.3058697e-05 9.9997699e-01]
1,[0.00155199 0.99941635],[9.0781714e-07 9.9999905e-01]
1,[0.04236271 0.9634057 ],[0.00167748 0.99832255]
1,[0.02877262 0.9744445 ],[7.7633216e-04 9.9922371e-01]
1,[0.04079375 0.9516422 ],[0.00215644 0.9978435 ]
1,[0.06154025 0.9666572 ],[0.0022568  0.99774325]
1,[0.03239684 0.9857087 ],[4.8519697e-04 9.9951482e-01]
1,[0.04871105 0.9684978 ],[0.00166278 0.99833715]
1,[0.05795472 0.95694375],[0.00276036 0.9972396 ]
1,[0.0604189  0.92526734],[0.00516692 0.9948331 ]
1,[0.04638944 0.9488836 ],[0.00261372 0.9973863 ]
1,[0.09549171 0.8927103 ],[0.01252924 0.9874708 ]
1,[0.01684834 0.97764164],[3.9176532e-04 9.9960822e-01]
1,[0.01841774 0.97911376],[4.0009376e-04 9.9959987e-01]
1,[0.07083984 0.9564344 ],[0.00346075 0.99653924]
1,[0.02551383 0.971292  ],[7.732446e-04 9.992268e-01]
1,[0.18252118 0.87423927],[0.03111876 0.96888125]
1,[0.01335633 0.97664696],[3.2358852e-04 9.9967647e-01]
1,[0.07997334 0.87680715],[0.01206574 0.98793423]
1,[0.02342207 0.95011026],[0.00125779 0.9987423 ]
1,[0.00980719 0.9815097 ],[1.8654867e-04 9.9981350e-01]
1,[0.01366757 0.9880321 ],[1.6781922e-04 9.9983215e-01]
1,[0.07178056 0.91526634],[0.00710831 0.99289167]
1,[0.11934745 0.9024646 ],[0.0144353  0.98556465]
1,[0.02880635 0.97437954],[7.792956e-04 9.992207e-01]
1,[0.06571364 0.9752474 ],[0.00178199 0.998218  ]
1,[0.01413455 0.98255527],[2.5448424e-04 9.9974555e-01]
1,[0.01610703 0.984516  ],[2.5740446e-04 9.9974257e-01]
1,[0.0289895 0.973271 ],[8.1923854e-04 9.9918073e-01]
1,[0.0579219  0.94985604],[0.00323526 0.9967648 ]
1,[0.00506477 0.99681985],[1.6240218e-05 9.9998379e-01]
1,[0.04584898 0.8928411 ],[0.00573415 0.99426585]
1,[0.04430082 0.9649231 ],[0.00168224 0.99831784]
1,[0.03354011 0.97174186],[0.00100817 0.9989918 ]
1,[0.02011481 0.9791028 ],[4.3793514e-04 9.9956208e-01]
1,[0.04803594 0.9647361 ],[0.00184106 0.998159  ]
1,[0.01715357 0.9795674 ],[3.6391433e-04 9.9963605e-01]
1,[0.11471748 0.8683718 ],[0.01926385 0.98073614]
1,[0.03601436 0.96085984],[0.00151952 0.9984805 ]
1,[0.04792589 0.96978   ],[0.00156617 0.99843377]
1,[0.0756297  0.92448217],[0.00663902 0.993361  ]
1,[0.24562211 0.8611747 ],[0.04986995 0.95013005]
1,[0.01729381 0.9752083 ],[4.4718003e-04 9.9955279e-01]
1,[0.03000058 0.9366413 ],[0.00208777 0.9979122 ]
1,[0.04910557 0.960673  ],[0.00210958 0.9978904 ]
1,[0.01936966 0.978013  ],[4.4386004e-04 9.9955612e-01]
1,[0.03232183 0.9653329 ],[0.00119808 0.99880195]
1,[0.03601979 0.96570975],[0.00132502 0.9986749 ]
1,[0.04755042 0.94904333],[0.00267341 0.9973266 ]
1,[0.09971127 0.8856309 ],[0.01410103 0.985899  ]
1,[0.20578851 0.93213964],[0.01851417 0.9814858 ]
1,[0.0597491 0.9503854],[0.00330643 0.9966936 ]
1,[0.04432028 0.9104437 ],[0.00454105 0.99545896]
1,[0.03012606 0.9579897 ],[0.00136029 0.99863976]
1,[0.0408516  0.93788934],[0.00281264 0.9971873 ]
1,[0.0275015 0.9820255],[5.1734253e-04 9.9948263e-01]
1,[0.03812795 0.95823866],[0.00172456 0.9982754 ]
1,[0.05856141 0.93006676],[0.00465545 0.9953446 ]
1,[0.00934278 0.9913215 ],[8.255578e-05 9.999174e-01]
1,[0.04358625 0.9638902 ],[0.00170436 0.9982956 ]
1,[0.07770206 0.9331906 ],[0.00599538 0.99400467]
1,[0.00478299 0.9970651 ],[1.4146204e-05 9.9998581e-01]
1,[0.02977649 0.9558697 ],[0.0014149 0.9985851]
1,[0.00850175 0.9944319 ],[4.8009704e-05 9.9995196e-01]
1,[0.14716673 0.84726626],[0.03016871 0.9698313 ]
1,[0.02987719 0.96293926],[0.0011839  0.99881613]
1,[0.16148186 0.8317321 ],[0.03749987 0.9625001 ]
1,[0.01731366 0.9892663 ],[1.9112963e-04 9.9980885e-01]
1,[0.04057073 0.9600179 ],[0.00175801 0.998242  ]
1,[0.04416449 0.9655545 ],[0.00164562 0.99835443]
1,[0.01985573 0.9756555 ],[5.052208e-04 9.994948e-01]
1,[0.00981304 0.9903104 ],[9.695774e-05 9.999031e-01]
1,[0.1349017 0.7752708],[0.04324717 0.95675284]
1,[0.04483734 0.9487964 ],[0.00252692 0.99747306]
